Protein,Total lipid (fat),"Carbohydrate, by difference",Ash,Starch,"Alcohol, ethyl",Water,Caffeine,Theobromine,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Copper, Cu","Fluoride, F","Manganese, Mn","Selenium, Se","Vitamin A, RAE","Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),"Cryptoxanthin, beta",Lycopene,Lutein + zeaxanthin,"Tocopherol, beta","Tocopherol, gamma","Tocopherol, delta","Tocotrienol, alpha","Tocotrienol, beta","Tocotrienol, gamma","Tocotrienol, delta","Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,"Folate, total",Vitamin B-12,"Choline, total",Vitamin K (phylloquinone),Betaine,Cholesterol,"Sugars, Total",cat_Baby Foods,cat_Baked Products,cat_Beef Products,cat_Beverages,cat_Breakfast Cereals,cat_Cereal Grains and Pasta,cat_Dairy and Egg Products,cat_Fast Foods,cat_Fats and Oils,cat_Finfish and Shellfish Products,cat_Fruits and Fruit Juices,"cat_Lamb, Veal, and Game Products",cat_Legumes and Legume Products,"cat_Meals, Entrees, and Side Dishes",cat_Nut and Seed Products,cat_Pork Products,cat_Poultry Products,cat_Restaurant Foods,cat_Sausages and Luncheon Meats,cat_Snacks,"cat_Soups, Sauces, and Gravies",cat_Spices and Herbs,cat_Sweets,cat_Vegetables and Vegetable Products
22.52,5.29,0.18,1.03,0.0,0.0,70.99,0.0,0.0,0.0,5.0,2.27,26.0,226.0,401.0,66.0,5.28,0.099,0.0,0.0,24.1,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.179,5.736,0.0,0.644,4.0,3.17,0.0,1.5,0.0,65.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.89,3.72,0.0,1.11,0.0,0.0,72.46,0.0,0.0,0.0,5.0,2.17,26.0,233.0,389.0,57.0,6.1,0.073,0.0,0.0,23.5,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.219,5.717,0.0,0.575,4.0,2.69,0.0,1.5,0.0,65.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.46,11.4,1.75,0.89,0.0,0.0,66.5,0.0,0.0,0.0,6.0,2.64,24.0,210.0,357.0,88.0,7.8,0.143,0.0,0.0,25.5,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.219,3.509,0.0,0.39,3.0,3.21,0.0,1.5,0.0,64.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.05,9.39,1.15,0.88,0.0,0.0,68.53,0.0,0.0,0.0,7.0,2.95,25.0,223.0,365.0,84.0,8.42,0.131,0.0,0.0,25.2,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.267,3.62,0.0,0.37,3.0,2.57,0.0,1.5,0.0,63.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.77,9.2,0.17,1.12,0.0,0.0,60.74,0.0,0.0,0.0,6.0,2.77,28.0,262.0,410.0,56.0,7.21,0.099,0.0,0.0,34.5,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.228,5.816,0.0,0.551,7.0,3.25,0.0,1.6,0.0,82.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.35,10.26,0.51,1.12,0.0,0.0,59.75,0.0,0.0,0.0,6.0,2.76,28.0,261.0,409.0,56.0,7.19,0.099,0.0,0.0,33.3,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.225,5.732,0.0,0.543,7.0,3.15,0.0,1.6,0.0,82.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.39,7.61,0.0,1.12,0.0,0.0,62.22,0.0,0.0,0.0,6.0,3.56,27.0,242.0,383.0,87.0,11.04,0.14,0.0,0.0,36.2,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.444,4.718,0.0,0.476,7.0,3.41,0.0,1.6,0.0,82.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.3,14.3,1.1,1.1,0.0,0.0,57.2,0.0,0.0,0.0,7.0,3.23,26.0,231.0,368.0,91.0,10.21,0.162,0.0,0.0,35.0,7.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.263,3.961,0.0,0.4,6.0,2.81,0.0,1.6,0.0,83.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.5,16.1,0.4,1.1,0.0,0.0,56.9,0.0,0.0,0.0,6.0,3.19,24.0,217.0,342.0,78.0,9.88,0.125,0.0,0.0,36.5,8.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.385,4.093,0.0,0.413,6.0,2.71,0.0,1.6,0.0,85.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.9,12.4,0.0,0.9,0.0,0.0,67.4,0.0,0.0,0.0,6.0,2.41,22.0,192.0,326.0,80.0,7.12,0.131,0.0,0.0,28.1,4.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.224,3.588,0.0,0.399,3.0,2.64,0.0,1.5,0.0,68.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.7,13.4,0.0,0.9,0.0,0.0,66.5,0.0,0.0,0.0,6.0,2.4,22.0,191.0,325.0,80.0,7.09,0.13,0.0,0.0,27.7,4.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.222,3.552,0.0,0.395,3.0,2.67,0.0,1.5,0.0,68.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0,12.9,1.0,1.1,0.0,0.0,58.0,0.0,0.0,0.0,7.0,3.3,27.0,236.0,376.0,93.0,10.42,0.166,0.0,0.0,34.3,7.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.269,4.067,0.0,0.411,6.0,4.11,0.0,1.6,0.0,82.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.8,14.1,1.1,1.1,0.0,0.0,56.9,0.0,0.0,0.0,7.0,3.29,27.0,235.0,375.0,92.0,10.39,0.165,0.0,0.0,34.6,7.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.267,4.037,0.0,0.408,7.0,3.77,0.0,1.6,0.0,80.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.1,11.2,0.9,1.1,0.0,0.0,59.7,0.0,0.0,0.0,6.0,3.43,26.0,234.0,369.0,84.0,10.65,0.135,0.0,0.0,33.8,7.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.409,4.35,0.0,0.439,6.0,4.62,0.0,1.6,0.0,85.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.1,11.3,0.3,0.9,0.0,0.0,66.4,0.0,0.0,0.0,6.0,2.66,24.0,212.0,360.0,89.0,7.87,0.144,0.0,0.0,25.3,4.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.237,3.804,0.0,0.423,3.0,2.82,0.0,1.5,0.0,69.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.69,19.19,0.0,1.04,0.0,0.0,54.87,0.0,0.0,0.0,14.0,2.47,20.0,212.0,259.0,54.0,4.1,0.064,0.0,0.003,24.0,7.0,0.0,0.0,0.24,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.191,6.734,0.314,0.642,6.0,1.81,62.2,1.6,9.1,81.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.92,15.44,0.0,1.08,0.0,0.0,57.68,0.0,0.0,0.0,14.0,2.51,21.0,223.0,282.0,50.0,4.31,0.064,0.0,0.004,25.9,8.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.214,6.51,0.375,0.663,7.0,2.0,61.1,0.0,8.4,81.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.18,17.69,0.0,1.06,0.0,0.0,55.99,0.0,0.0,0.0,14.0,2.48,20.0,216.0,265.0,52.0,4.16,0.067,0.0,0.003,24.8,0.0,0.0,0.0,0.23,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.2,6.644,0.338,0.65,6.0,1.88,61.8,1.6,8.8,81.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.53,6.57,0.0,1.15,0.0,0.0,60.46,0.0,0.0,0.0,5.0,2.7,19.0,165.0,181.0,33.0,6.38,0.128,0.0,0.012,2.0,13.0,0.0,0.0,0.76,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.142,2.232,0.399,0.191,0.0,1.65,0.0,0.0,0.0,91.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.09,4.49,0.0,0.98,0.0,0.0,73.11,0.0,0.0,0.0,4.0,2.06,22.0,190.0,325.0,55.0,3.63,0.145,0.0,0.013,1.0,6.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.109,3.142,0.546,0.331,0.0,1.8,0.0,0.0,0.0,56.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.35,16.37,0.0,0.93,0.0,0.0,54.88,0.0,0.0,0.0,7.0,1.84,14.0,113.0,142.0,39.0,5.76,0.068,0.0,0.004,3.6,16.0,0.0,0.0,0.71,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.093,2.45,0.0,0.102,0.0,1.34,0.0,0.0,0.0,79.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.74,12.75,0.0,0.84,0.0,0.0,67.95,0.0,0.0,0.0,5.0,1.4,17.0,148.0,277.0,66.0,3.64,0.048,0.0,0.004,2.6,13.0,0.0,0.0,0.43,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.1,3.578,0.325,0.237,0.0,1.97,0.0,0.0,0.0,53.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.09,13.22,0.0,1.07,0.0,0.0,56.8,0.0,0.0,0.0,5.0,2.38,23.0,209.0,361.0,52.0,4.99,0.074,0.0,0.004,6.6,12.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.148,4.177,0.438,0.305,0.0,1.4,0.0,0.0,0.0,94.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.77,8.51,1.38,0.91,0.0,0.0,69.43,0.0,0.0,0.0,3.0,2.09,20.0,174.0,319.0,45.0,3.66,0.06,0.0,0.009,4.7,17.0,0.0,0.0,0.39,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.076,3.257,0.313,0.28,0.0,1.53,0.0,0.0,0.0,59.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.68,4.98,0.0,1.15,0.0,0.0,65.38,0.0,0.0,0.0,4.0,1.89,24.0,222.0,374.0,43.0,3.95,0.063,0.0,0.004,1.8,7.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.112,3.983,0.353,0.337,0.0,1.25,0.0,0.0,0.0,67.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.15,3.35,1.35,1.02,0.0,0.0,74.14,0.0,0.0,0.0,3.0,1.39,22.0,192.0,352.0,40.0,2.78,0.048,0.0,0.004,1.1,7.0,0.0,0.0,0.46,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.07,3.494,0.265,0.329,0.0,1.14,0.0,0.0,0.0,47.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.52,3.4,0.0,1.02,0.0,0.0,78.07,0.0,0.0,0.0,4.0,4.38,22.0,209.0,275.0,86.0,1.51,0.373,0.0,0.034,9.0,10.0,0.0,0.0,1.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.682,4.444,1.787,0.16,0.0,10.81,0.0,0.0,0.0,124.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.23,4.64,0.0,1.62,0.0,0.0,64.4,0.0,0.0,0.0,6.0,2.72,20.0,155.0,217.0,44.0,6.15,0.111,0.0,0.012,2.0,8.0,0.0,0.0,0.74,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.118,2.698,0.19,0.144,0.0,1.26,0.0,0.0,0.0,89.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.46,3.12,0.0,0.99,0.0,0.0,74.57,0.0,0.0,0.0,4.0,2.04,21.0,178.0,326.0,63.0,3.86,0.067,0.0,0.009,2.0,6.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.115,3.286,0.518,0.259,0.0,1.51,0.0,0.0,0.0,56.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.16,4.36,0.1,1.03,0.0,0.0,72.35,0.0,0.0,0.0,4.0,2.27,22.0,198.0,338.0,40.0,2.93,0.079,0.0,0.008,1.4,8.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.072,3.955,0.282,0.367,0.0,1.65,0.0,0.0,0.0,55.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.68,2.64,0.0,1.15,0.0,0.0,80.52,0.0,0.0,0.0,9.0,3.83,15.0,234.0,225.0,175.0,1.53,0.409,0.0,0.109,103.3,89.0,0.0,0.0,0.82,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559,2.116,4.878,3.974,0.316,0.0,27.66,0.0,0.0,0.0,404.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.3,4.68,3.78,1.8,0.0,0.0,66.44,0.0,0.0,0.0,4.0,7.17,21.0,397.0,336.0,55.0,3.4,5.73,0.0,0.328,16.2,21014.0,0.0,0.0,1.28,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376,3.04,13.8,9.8,0.452,0.0,96.0,0.0,0.0,0.0,243.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5,4.05,3.6,1.46,0.0,0.0,70.39,0.0,0.0,0.0,4.0,8.44,19.0,362.0,327.0,53.0,3.0,5.3,0.0,0.299,16.5,28319.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371,2.347,15.4,10.3,0.428,0.0,84.5,0.0,0.0,0.0,254.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.21,3.26,0.0,0.63,0.0,0.0,73.1,0.0,0.0,0.0,6.0,1.78,16.0,129.0,193.0,32.0,5.02,0.108,0.0,0.007,1.1,8.0,0.0,0.0,0.57,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.096,1.759,0.287,0.16,0.0,1.02,0.0,0.0,0.0,67.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.31,6.78,0.0,0.94,0.0,0.0,71.32,0.0,0.0,0.0,15.0,1.82,20.0,184.0,337.0,54.0,3.95,0.047,0.0,0.006,2.9,8.0,0.0,0.0,0.74,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,4.306,0.293,0.255,0.0,1.17,0.0,0.0,0.0,57.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.17,7.48,0.0,1.38,0.0,0.0,61.77,0.0,0.0,0.0,5.0,2.96,29.0,254.0,427.0,55.0,4.08,0.145,0.0,0.012,1.9,12.0,0.0,0.0,0.56,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.199,3.922,0.777,0.276,0.0,2.21,0.0,0.0,0.0,78.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.53,11.4,0.0,1.09,0.0,0.0,59.61,0.0,0.0,0.0,6.0,1.96,24.0,217.0,364.0,55.0,3.41,0.078,0.0,0.004,4.0,19.0,0.0,0.0,0.53,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.086,4.842,0.41,0.323,0.0,0.94,0.0,0.0,0.0,70.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.93,7.0,0.74,0.91,0.0,0.0,70.41,0.0,0.0,0.0,4.0,1.61,20.0,177.0,309.0,47.0,2.76,0.055,0.0,0.006,3.0,12.0,0.0,0.0,0.35,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.086,4.243,0.303,0.316,0.0,0.71,0.0,0.0,0.0,54.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.27,10.31,0.0,0.87,0.0,0.0,69.48,0.0,0.0,0.0,4.0,1.89,18.0,153.0,288.0,57.0,4.46,0.058,0.0,0.008,2.0,12.0,0.0,0.0,0.36,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.117,2.293,0.831,0.152,0.0,2.24,0.0,0.0,0.0,56.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.19,6.1,0.0,1.05,0.0,0.0,71.79,0.0,0.0,0.0,4.0,2.21,24.0,204.0,362.0,39.0,2.34,0.104,0.0,0.012,4.3,9.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.119,4.054,0.575,0.267,0.0,1.78,0.0,0.0,0.0,58.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.31,20.34,3.68,0.72,0.0,0.0,56.95,0.0,0.0,0.0,5.0,2.52,17.0,157.0,189.0,57.0,4.2,0.163,0.0,0.013,3.9,12.0,0.0,0.0,0.95,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.227,2.58,0.709,0.072,0.0,3.95,0.0,0.0,0.0,105.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.77,19.09,0.0,0.8,0.0,0.0,65.24,0.0,0.0,0.0,4.0,1.81,16.0,150.0,252.0,73.0,2.7,0.12,0.0,0.013,2.5,12.0,0.0,0.0,0.95,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.212,2.996,0.434,0.094,0.0,5.18,0.0,0.0,0.0,81.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.14,41.33,0.0,0.66,0.0,0.0,38.97,0.0,0.0,0.0,11.0,1.29,11.0,94.0,137.0,33.0,3.61,0.047,0.0,0.003,3.1,10.0,0.0,0.0,0.43,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.069,1.974,0.037,0.084,0.0,0.94,0.0,0.0,0.0,72.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.81,31.27,0.0,0.61,0.0,0.0,53.33,0.0,0.0,0.0,9.0,1.11,13.0,118.0,223.0,54.0,2.66,0.037,0.0,0.003,2.5,9.0,0.0,0.0,0.29,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.076,2.683,0.255,0.177,0.0,1.38,0.0,0.0,0.0,62.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.94,13.6,0.0,0.78,0.0,0.0,54.66,0.0,0.0,0.0,7.0,2.57,18.0,158.0,173.0,29.0,4.73,0.104,0.0,0.012,5.0,11.0,0.0,0.0,0.77,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.109,3.282,0.008,0.182,0.0,1.1,0.0,0.0,0.0,92.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.05,9.23,0.0,0.9,0.0,0.0,70.11,0.0,0.0,0.0,5.0,1.94,20.0,179.0,306.0,49.0,2.51,0.095,0.0,0.01,2.6,8.0,0.0,0.0,0.44,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.05,4.089,0.256,0.303,0.0,1.31,0.0,0.0,0.0,55.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.49,5.57,0.0,1.14,0.0,0.0,64.99,0.0,0.0,0.0,4.0,1.88,24.0,221.0,372.0,43.0,3.92,0.063,0.0,0.004,1.8,7.0,0.0,0.0,0.59,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.111,3.962,0.35,0.335,0.0,1.24,0.0,0.0,0.0,67.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.88,4.92,1.32,1.0,0.0,0.0,72.9,0.0,0.0,0.0,4.0,1.37,21.0,189.0,346.0,39.0,2.72,0.047,0.0,0.004,1.1,7.0,0.0,0.0,0.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.069,3.431,0.261,0.323,0.0,1.12,0.0,0.0,0.0,48.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.13,9.73,0.0,0.66,0.0,0.0,60.32,0.0,0.0,0.0,5.0,2.36,18.0,139.0,190.0,28.0,6.73,0.065,0.0,0.011,5.4,11.0,0.0,0.0,0.93,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.085,3.41,0.129,0.118,0.0,1.38,0.0,0.0,0.0,78.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.12,8.9,0.0,0.93,0.0,0.0,71.79,0.0,0.0,0.0,4.0,1.53,19.0,171.0,323.0,46.0,4.19,0.044,0.0,0.006,3.4,8.0,0.0,0.0,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.08,4.594,0.138,0.2,0.0,1.51,0.0,0.0,0.0,49.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.86,13.79,0.0,1.02,0.0,0.0,54.29,0.0,0.0,0.0,6.0,3.09,17.0,154.0,170.0,30.0,4.33,0.181,0.0,0.015,2.0,14.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.184,2.24,0.147,0.165,0.0,1.77,0.0,0.0,0.0,92.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.01,7.96,0.0,1.37,0.0,0.0,61.45,0.0,0.0,0.0,5.0,2.95,29.0,253.0,425.0,55.0,4.05,0.144,0.0,0.012,1.9,12.0,0.0,0.0,0.56,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.198,3.904,0.772,0.274,0.0,2.2,0.0,0.0,0.0,78.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.74,6.05,0.0,0.97,0.0,0.0,72.22,0.0,0.0,0.0,4.0,2.3,22.0,191.0,343.0,49.0,3.46,0.107,0.0,0.01,1.5,7.0,0.0,0.0,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.118,2.729,0.581,0.276,0.0,2.15,0.0,0.0,0.0,55.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.65,6.5,0.0,0.97,0.0,0.0,71.87,0.0,0.0,0.0,4.0,2.29,22.0,190.0,341.0,49.0,3.43,0.106,0.0,0.009,1.5,7.0,0.0,0.0,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.117,2.716,0.577,0.274,0.0,2.13,0.0,0.0,0.0,55.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
